
      	X(nS)     	Ch1(mV)      	Ch2(mV)      	Ch3(mV)      	Ch4(mV)      
 763  	44.6921   	-81.296257  	-5.901733   	-21.849365  	559.812500  
 764  	44.7507   	-80.864990  	-5.514771   	-22.526855  	416.812500  
 765  	44.8094   	-80.290039  	-5.450256   	-22.188110  	172.437500  
 766  	44.8680   	-80.721245  	-5.450256   	-21.917114  	268.812500  
 767  	44.9267   	-80.936890  	-5.579224   	-22.188110  	535.562500  
 768  	44.9853   	-80.433769  	-6.224243   	-21.781616  	479.062500  
 769  	45.0440   	-81.152519  	-5.321228   	-21.984863  	207.062500  
 770  	45.1026   	-80.577515  	-5.450256   	-20.833130  	214.562500  
 771  	45.1613   	-80.433769  	-5.192261   	-21.307373  	469.687500  
 772  	45.2199   	-80.936890  	-5.127747   	-21.171875  	530.562500  
 773  	45.2786   	-81.655632  	-5.708252   	-21.239624  	260.687500  
 774  	45.3372   	-81.080620  	-5.579224   	-21.307373  	189.687500  
 775  	45.3959   	-82.015007  	-5.579224   	-20.968628  	441.062500  
 776  	45.4545   	-80.864990  	-5.708252   	-20.765381  	548.562500  
 777  	45.5132   	-82.374382  	-5.385742   	-21.510620  	328.562500  
 778  	45.5718   	-81.583733  	-5.901733   	-21.713867  	157.437500  
 779  	45.6305   	-81.583733  	-6.095276   	-21.849365  	365.937500  
 780  	45.6891   	-81.511894  	-5.966248   	-21.375122  	559.187500  
 781  	45.7478   	-80.649414  	-5.450256   	-21.917114  	406.187500  
 782  	45.8065   	-81.296257  	-5.256775   	-21.375122  	158.312500  
 783  	45.8651   	-81.655632  	-5.772766   	-21.713867  	305.562500  
 784  	45.9238   	-82.158752  	-5.901733   	-20.833130  	540.687500  
 785  	45.9824   	-82.661858  	-5.579224   	-21.849365  	458.062500  
 786  	46.0411   	-82.518127  	-5.837219   	-21.781616  	195.312500  
 787  	46.0997   	-82.446281  	-6.611267   	-21.510620  	224.937500  
 788  	46.1584   	-82.590027  	-6.353271   	-21.375122  	506.937500  
 789  	46.2170   	-82.518127  	-5.579224   	-20.900879  	507.937500  
 790  	46.2757   	-82.086906  	-6.417725   	-20.697632  	251.062500  
 791  	46.3343   	-82.877502  	-5.643738   	-21.104126  	183.812500  
 792  	46.3930   	-83.452507  	-6.611267   	-21.036377  	448.812500  
 793  	46.4516   	-83.308769  	-6.030762   	-20.900879  	545.062500  
 794  	46.5103   	-83.596245  	-6.353271   	-20.765381  	295.562500  
 795  	46.5689   	-84.171257  	-5.901733   	-20.968628  	178.437500  
 796  	46.6276   	-84.386894  	-5.708252   	-21.442871  	380.062500  
 797  	46.6862   	-84.171257  	-5.385742   	-20.900879  	572.812500  
 798  	46.7449   	-82.661858  	-5.643738   	-21.036377  	364.687500  
 799  	46.8035   	-82.877502  	-6.030762   	-20.900879  	158.312500  
 800  	46.8622   	-81.511894  	-5.708252   	-20.697632  	323.562500  
 801  	46.9208   	-81.080620  	-5.450256   	-19.884644  	543.062500  
 802  	46.9795   	-79.858765  	-5.514771   	-20.765381  	445.812500  
 803  	47.0381   	-78.565002  	-5.708252   	-21.171875  	175.062500  
 804  	47.0968   	-71.161865  	-4.934265   	-21.307373  	268.937500  
 805  	47.1554   	-63.974358  	-5.192261   	-20.833130  	506.562500  
 806  	47.2141   	-58.368156  	-5.063232   	-21.036377  	500.062500  
 807  	47.2727   	-54.918152  	-5.514771   	-21.239624  	220.437500  
 808  	47.3314   	-54.486874  	-5.966248   	-21.307373  	213.937500  
 809  	47.3900   	-56.283745  	-6.546753   	-22.052612  	470.187500  
 810  	47.4487   	-58.439999  	-6.740234   	-21.578369  	537.687500  
 811  	47.5073   	-60.236877  	-6.353271   	-21.442871  	284.687500  
 812  	47.5660   	-62.249390  	-6.288757   	-20.629883  	173.812500  
 813  	47.6246   	-64.621277  	-5.579224   	-20.426636  	429.687500  
 814  	47.6833   	-65.627495  	-5.450256   	-20.697632  	566.562500  
 815  	47.7419   	-67.352531  	-5.450256   	-20.765381  	345.687500  
 816  	47.8006   	-68.718132  	-5.321228   	-20.155640  	167.437500  
 817  	47.8592   	-69.939995  	-6.095276   	-20.900879  	358.312500  
 818  	47.9179   	-71.161865  	-6.030762   	-21.036377  	571.812500  
 819  	47.9765   	-73.030632  	-5.450256   	-20.697632  	408.187500  
 820  	48.0352   	-74.540039  	-6.675720   	-20.426636  	-45.312500  
 821  	48.0938   	-74.827515  	-6.224243   	-20.562134  	12.937500   
 822  	48.1525   	-75.186890  	-5.772766   	-21.375122  	294.187500  
 823  	48.2111   	-74.971245  	-5.708252   	-21.510620  	487.437500  
 824  	48.2698   	-76.336906  	-5.643738   	-21.171875  	310.687500  
 825  	48.3284   	-76.624382  	-6.417725   	-21.104126  	129.937500  
 826  	48.3871   	-77.199402  	-6.417725   	-21.646118  	335.312500  
 827  	48.4457   	-77.486877  	-6.353271   	-21.239624  	552.562500  
 828  	48.5044   	-78.565002  	-6.224243   	-21.036377  	420.687500  
 829  	48.5630   	-79.930664  	-6.482239   	-20.765381  	191.312500  
 830  	48.6217   	-79.571289  	-6.030762   	-20.020142  	145.687500  
 831  	48.6804   	-79.427483  	-5.643738   	-20.629883  	452.062500  
 832  	48.7390   	-79.643120  	-5.901733   	-20.562134  	584.187500  
 833  	48.7977   	-79.571289  	-6.159729   	-20.697632  	297.062500  
 834  	48.8563   	-79.715019  	-5.450256   	-20.358887  	119.812500  
 835  	48.9150   	-80.146240  	-5.192261   	-20.629883  	388.062500  
 836  	48.9736   	-80.649414  	-5.966248   	-20.155640  	608.812500  
 837  	49.0323   	-80.649414  	-5.321228   	-20.426636  	385.687500  
 838  	49.0909   	-81.080620  	-5.837219   	-20.697632  	124.687500  
 839  	49.1496   	-81.439995  	-5.643738   	-21.171875  	299.687500  
 840  	49.2082   	-81.655632  	-5.321228   	-20.833130  	601.187500  
 841  	49.2669   	-80.864990  	-6.030762   	-20.765381  	471.562500  
 842  	49.3255   	-80.649414  	-6.353271   	-20.765381  	148.312500  
 843  	49.3842   	-80.936890  	-5.708252   	-21.104126  	241.312500  
 844  	49.4428   	-81.583733  	-5.579224   	-20.697632  	566.187500  
 845  	49.5015   	-82.015007  	-5.708252   	-20.900879  	531.812500  
 846  	49.5601   	-81.152519  	-5.901733   	-21.307373  	188.437500  
 847  	49.6188   	-82.230652  	-6.030762   	-21.578369  	168.312500  
 848  	49.6774   	-82.015007  	-5.772766   	-21.578369  	494.937500  
 849  	49.7361   	-81.224365  	-5.772766   	-21.104126  	589.687500  
 850  	49.7947   	-81.224365  	-5.063232   	-20.426636  	273.812500  
 851  	49.8534   	-81.080620  	-4.869751   	-20.765381  	135.687500  
 852  	49.9120   	-81.080620  	-5.321228   	-20.900879  	429.312500  
 853  	49.9707   	-81.296257  	-5.579224   	-21.036377  	611.437500  
 854  	50.0293   	-81.583733  	-5.063232   	-20.629883  	354.437500  
 855  	50.0880   	-82.302483  	-5.385742   	-20.562134  	113.937500  
 856  	50.1466   	-82.374382  	-5.385742   	-20.900879  	335.687500  
 857  	50.2053   	-83.021233  	-5.450256   	-20.629883  	600.937500  
 858  	50.2639   	-82.661858  	-4.934265   	-21.104126  	431.562500  
 859  	50.3226   	-82.661858  	-5.514771   	-21.036377  	134.312500  
 860  	50.3812   	-82.446281  	-5.643738   	-20.833130  	253.562500  
 861  	50.4399   	-82.661858  	-5.192261   	-21.171875  	567.437500  
 862  	50.4985   	-81.799370  	-5.256775   	-21.510620  	503.312500  
 863  	50.5572   	-83.093132  	-5.063232   	-21.510620  	174.812500  
 864  	50.6158   	-83.093132  	-5.579224   	-21.375122  	186.312500  
 865  	50.6745   	-83.380608  	-5.321228   	-21.307373  	528.687500  
 866  	50.7331   	-83.668144  	-5.127747   	-20.833130  	568.312500  
 867  	50.7918   	-83.668144  	-5.385742   	-20.494385  	220.062500  
 868  	50.8504   	-83.668144  	-5.579224   	-20.765381  	133.062500  
 869  	50.9091   	-82.733757  	-5.256775   	-20.968628  	449.437500  
 870  	50.9677   	-83.668144  	-5.450256   	-20.833130  	604.312500  
 871  	51.0264   	-83.236877  	-5.643738   	-21.036377  	316.812500  
 872  	51.0850   	-84.243164  	-5.837219   	-20.765381  	123.187500  
 873  	51.1437   	-84.314995  	-6.288757   	-21.307373  	377.187500  
 874  	51.2023   	-84.099358  	-5.772766   	-21.104126  	620.062500  
 875  	51.2610   	-84.746269  	-6.095276   	-21.442871  	403.062500  
 876  	51.3196   	-84.746269  	-6.675720   	-21.849365  	125.062500  
 877  	51.3783   	-85.321289  	-5.901733   	-20.833130  	296.062500  
 878  	51.4370   	-85.177490  	-5.643738   	-21.036377  	594.437500  
 879  	51.4956   	-84.961914  	-5.901733   	-21.171875  	491.687500  
 880  	51.5543   	-85.105644  	-6.546753   	-21.781616  	157.062500  
 881  	51.6129   	-84.386894  	-6.417725   	-21.781616  	219.687500  
 882  	51.6716   	-84.530640  	-5.385742   	-21.307373  	539.687500  
 883  	51.7302   	-83.739983  	-5.192261   	-21.442871  	538.312500  
 884  	51.7889   	-83.380608  	-5.256775   	-21.578369  	207.812500  
 885  	51.8475   	-83.093132  	-5.256775   	-21.307373  	155.687500  
 886  	51.9062   	-82.733757  	-6.224243   	-21.442871  	478.812500  
 887  	51.9648   	-83.452507  	-5.450256   	-21.578369  	579.687500  
 888  	52.0235   	-82.949402  	-5.643738   	-21.442871  	-3.812500   
 889  	52.0821   	-82.733757  	-5.901733   	-21.849365  	-7.687500   
 890  	52.1408   	-82.949402  	-5.385742   	-22.391357  	133.937500  
 891  	52.1994   	-84.099358  	-5.579224   	-22.323608  	464.437500  
 892  	52.2581   	-84.171257  	-5.256775   	-21.578369  	516.812500  
 893  	52.3167   	-84.602539  	-5.643738   	-21.375122  	204.187500  
 894  	52.3754   	-84.674370  	-5.579224   	-21.510620  	142.437500  
 895  	52.4340   	-84.386894  	-5.127747   	-21.646118  	472.812500  
 896  	52.4927   	-84.961914  	-5.514771   	-21.171875  	596.562500  
 897  	52.5513   	-84.530640  	-5.127747   	-21.442871  	297.312500  
 898  	52.6100   	-84.027519  	-6.159729   	-21.713867  	122.312500  
 899  	52.6686   	-84.890015  	-5.837219   	-21.781616  	387.687500  
 900  	52.7273   	-84.818115  	-5.127747   	-21.578369  	609.562500  
 901  	52.7859   	-85.033745  	-5.321228   	-22.052612  	382.562500  
 902  	52.8446   	-85.105644  	-5.772766   	-21.713867  	119.187500  
 903  	52.9032   	-85.177490  	-5.837219   	-21.307373  	322.937500  
 904  	52.9619   	-84.530640  	-5.450256   	-20.968628  	610.062500  
 905  	53.0205   	-83.739983  	-6.030762   	-20.358887  	460.687500  
 906  	53.0792   	-84.530640  	-6.417725   	-21.375122  	149.562500  
 907  	53.1378   	-84.314995  	-6.933777   	-21.239624  	234.187500  
 908  	53.1965   	-84.171257  	-6.675720   	-21.442871  	563.562500  
 909  	53.2551   	-84.961914  	-6.288757   	-21.375122  	537.187500  
 910  	53.3138   	-84.314995  	-6.611267   	-21.578369  	198.437500  
 911  	53.3724   	-85.393120  	-6.224243   	-21.713867  	190.437500  
 912  	53.4311   	-86.040031  	-5.708252   	-21.307373  	513.312500  
 913  	53.4897   	-85.177490  	-5.256775   	-21.849365  	581.062500  
 914  	53.5484   	-85.033745  	-5.772766   	-22.120361  	259.562500  
 915  	53.6070   	-84.674370  	-5.450256   	-21.713867  	134.687500  
 916  	53.6657   	-84.171257  	-5.385742   	-21.713867  	423.562500  
 917  	53.7243   	-84.458733  	-5.385742   	-21.104126  	608.562500  
 918  	53.7830   	-84.243164  	-5.063232   	-20.968628  	344.562500  
 919  	53.8416   	-84.027519  	-5.256775   	-21.171875  	119.687500  
 920  	53.9003   	-83.093132  	-6.159729   	-21.104126  	348.062500  
 921  	53.9589   	-84.099358  	-5.385742   	-20.968628  	602.312500  
 922  	54.0176   	-85.393120  	-5.385742   	-21.036377  	413.937500  
 923  	54.0762   	-84.746269  	-5.643738   	-21.510620  	120.187500  
 924  	54.1349   	-85.896240  	-5.643738   	-21.578369  	257.437500  
 925  	54.1935   	-85.752495  	-5.385742   	-21.578369  	577.312500  
 926  	54.2522   	-85.465019  	-5.643738   	-22.526855  	504.062500  
 927  	54.3109   	-85.680656  	-4.676270   	-21.781616  	170.437500  
 928  	54.3695   	-85.752495  	-5.063232   	-21.375122  	189.187500  
 929  	54.4282   	-85.608765  	-4.418274   	-21.442871  	520.187500  
 930  	54.4868   	-84.818115  	-4.998779   	-21.307373  	554.187500  
 931  	54.5455   	-84.674370  	-5.450256   	-21.307373  	228.312500  
 932  	54.6041   	-84.386894  	-5.321228   	-20.629883  	135.312500  
 933  	54.6628   	-84.458733  	-5.514771   	-20.900879  	456.062500  
 934  	54.7214   	-84.171257  	-4.869751   	-20.358887  	599.562500  
 935  	54.7801   	-83.668144  	-5.063232   	-20.494385  	303.937500  
 936  	54.8387   	-83.093132  	-4.934265   	-19.884644  	122.562500  
 937  	54.8974   	-83.452507  	-4.740723   	-20.900879  	374.062500  
 938  	54.9560   	-84.099358  	-5.192261   	-21.171875  	610.187500  
 939  	55.0147   	-84.171257  	-5.901733   	-21.104126  	392.937500  
 940  	55.0733   	-84.386894  	-5.450256   	-21.171875  	126.062500  
 941  	55.1320   	-84.530640  	-6.095276   	-21.171875  	299.312500  
 942  	55.1906   	-85.249390  	-5.966248   	-20.765381  	594.437500  
 943  	55.2493   	-84.890015  	-5.901733   	-20.629883  	466.812500  
 944  	55.3079   	-85.824394  	-5.643738   	-21.036377  	147.687500  
 945  	55.3666   	-85.680656  	-5.901733   	-21.375122  	229.437500  
 946  	55.4252   	-85.393120  	-5.966248   	-21.646118  	559.812500  
 947  	55.4839   	-85.824394  	-6.546753   	-20.968628  	541.437500  
 948  	55.5425   	-85.033745  	-6.740234   	-21.036377  	201.062500  
 949  	55.6012   	-85.033745  	-6.546753   	-20.833130  	160.187500  
 950  	55.6598   	-84.243164  	-6.804749   	-21.036377  	493.062500  
 951  	55.7185   	-84.818115  	-6.740234   	-21.171875  	593.062500  
 952  	55.7771   	-84.602539  	-6.095276   	-20.697632  	274.312500  
 953  	55.8358   	-85.465019  	-6.546753   	-20.020142  	125.812500  
 954  	55.8944   	-86.111870  	-6.159729   	-20.629883  	413.562500  
 955  	55.9531   	-85.752495  	-5.643738   	-20.426636  	609.062500  
 956  	56.0117   	-85.680656  	-6.159729   	-20.900879  	72.562500   
 957  	56.0704   	-85.465019  	-6.546753   	-21.578369  	46.187500   
 958  	56.1290   	-84.530640  	-5.450256   	-21.713867  	87.187500   
 959  	56.1877   	-85.249390  	-5.901733   	-21.104126  	401.812500  
 960  	56.2463   	-84.746269  	-5.579224   	-21.578369  	502.812500  
 961  	56.3050   	-84.530640  	-5.772766   	-21.036377  	180.562500  
 962  	56.3636   	-84.099358  	-6.288757   	-20.968628  	172.687500  
 963  	56.4223   	-84.890015  	-5.837219   	-20.494385  	450.062500  
 964  	56.4809   	-85.033745  	-5.385742   	-21.307373  	565.687500  
 965  	56.5396   	-85.177490  	-5.385742   	-21.036377  	290.062500  
 966  	56.5982   	-86.040031  	-5.643738   	-20.494385  	142.437500  
 967  	56.6569   	-85.680656  	-5.966248   	-21.239624  	384.937500  
 968  	56.7155   	-85.824394  	-6.224243   	-21.510620  	582.562500  
 969  	56.7742   	-84.602539  	-5.514771   	-20.426636  	376.187500  
 970  	56.8328   	-85.033745  	-5.579224   	-20.900879  	137.812500  
 971  	56.8915   	-84.890015  	-5.321228   	-20.900879  	329.937500  
 972  	56.9501   	-84.530640  	-6.095276   	-20.155640  	574.312500  
 973  	57.0088   	-84.746269  	-5.321228   	-21.171875  	435.312500  
 974  	57.0674   	-84.314995  	-5.579224   	-20.968628  	157.437500  
 975  	57.1261   	-83.883789  	-5.579224   	-20.968628  	248.437500  
 976  	57.1848   	-83.236877  	-5.772766   	-20.629883  	543.812500  
 977  	57.2434   	-84.818115  	-5.901733   	-19.952393  	503.687500  
 978  	57.3021   	-84.099358  	-6.224243   	-20.697632  	209.187500  
 979  	57.3607   	-85.105644  	-6.353271   	-21.036377  	193.437500  
 980  	57.4194   	-84.746269  	-5.966248   	-21.510620  	498.812500  
 981  	57.4780   	-85.033745  	-5.127747   	-21.036377  	547.437500  
 982  	57.5367   	-84.746269  	-5.708252   	-20.494385  	256.187500  
 983  	57.5953   	-84.746269  	-5.579224   	-20.291138  	160.187500  
 984  	57.6540   	-83.668144  	-5.514771   	-20.697632  	420.187500  
 985  	57.7126   	-84.530640  	-5.837219   	-20.562134  	581.812500  
 986  	57.7713   	-84.027519  	-5.708252   	-21.646118  	330.187500  
 987  	57.8299   	-84.099358  	-5.708252   	-21.781616  	138.562500  
 988  	57.8886   	-84.386894  	-5.514771   	-21.646118  	344.937500  
 989  	57.9472   	-84.890015  	-5.901733   	-21.239624  	578.562500  
 990  	58.0059   	-84.602539  	-6.030762   	-21.239624  	424.812500  
 991  	58.0645   	-84.818115  	-5.772766   	-21.307373  	145.187500  
 992  	58.1232   	-84.171257  	-5.901733   	-21.510620  	281.437500  
 993  	58.1818   	-84.099358  	-5.385742   	-21.917114  	565.562500  
 994  	58.2405   	-84.314995  	-5.837219   	-21.036377  	489.312500  
 995  	58.2991   	-84.890015  	-5.321228   	-21.104126  	182.312500  
 996  	58.3578   	-84.099358  	-5.192261   	-20.968628  	218.562500  
 997  	58.4164   	-84.674370  	-5.966248   	-20.968628  	503.937500  
 998  	58.4751   	-84.818115  	-5.901733   	-20.494385  	542.812500  
 999  	58.5337   	-84.530640  	-5.966248   	-20.765381  	245.812500  
 1000 	58.5924   	-84.243164  	-6.159729   	-20.765381  	161.937500  
 1001 	58.6510   	-84.530640  	-5.837219   	-20.968628  	462.437500  
 1002 	58.7097   	-85.033745  	-6.030762   	-20.223389  	564.312500  
 1003 	58.7683   	-85.177490  	-6.095276   	-20.223389  	320.812500  
 1004 	58.8270   	-85.177490  	-6.030762   	-20.087891  	137.812500  
 1005 	58.8856   	-85.752495  	-6.353271   	-19.952393  	372.187500  
 1006 	58.9443   	-85.249390  	-5.966248   	-20.900879  	578.562500  
 1007 	59.0029   	-85.680656  	-6.611267   	-21.849365  	378.562500  
 1008 	59.0616   	-86.040031  	-6.417725   	-22.526855  	153.937500  
 1009 	59.1202   	-85.968132  	-6.159729   	-21.984863  	304.312500  
 1010 	59.1789   	-85.465019  	-6.546753   	-22.188110  	579.062500  
 1011 	59.2375   	-85.752495  	-6.030762   	-21.849365  	449.187500  
 1012 	59.2962   	-84.961914  	-6.611267   	-21.578369  	173.312500  
 1013 	59.3548   	-84.961914  	-6.933777   	-21.646118  	246.562500  
 1014 	59.4135   	-85.249390  	-6.288757   	-21.578369  	528.437500  
 1015 	59.4721   	-84.458733  	-5.772766   	-21.036377  	525.812500  
 1016 	59.5308   	-84.458733  	-5.643738   	-21.578369  	216.687500  
 1017 	59.5894   	-84.314995  	-5.966248   	-21.239624  	189.687500  
 1018 	59.6481   	-84.530640  	-6.159729   	-21.036377  	473.062500  
 1019 	59.7067   	-84.458733  	-5.837219   	-20.426636  	566.562500  
 1020 	59.7654   	-84.243164  	-6.095276   	-20.833130  	270.312500  
 1021 	59.8240   	-84.171257  	-5.966248   	-21.239624  	147.312500  
 1022 	59.8827   	-83.596245  	-6.224243   	-21.375122  	413.437500  
 1023 	59.9413   	-84.027519  	-5.321228   	-21.646118  	576.312500  
 1024 	60.0000   	-83.524406  	-5.772766   	-21.442871  	172.812500  

