
      	X(nS)     	Ch1(mV)      
 332  	19.4135   	121.596855  
 333  	19.4721   	120.590523  
 334  	19.5308   	120.087463  
 335  	19.5894   	119.153008  
 336  	19.6481   	118.865540  
 337  	19.7067   	116.996765  
 338  	19.7654   	115.990540  
 339  	19.8240   	115.271790  
 340  	19.8827   	113.834297  
 341  	19.9413   	112.756165  
 342  	20.0000   	111.390564  
 343  	20.0587   	111.246773  
 344  	20.1173   	109.737495  
 345  	20.1760   	108.012390  
 346  	20.2346   	106.646790  
 347  	20.2933   	104.490547  
 348  	20.3519   	102.837463  
 349  	20.4106   	102.334290  
 350  	20.4692   	100.896790  
 351  	20.5279   	99.603081   
 352  	20.5865   	97.949890   
 353  	20.6452   	96.153015   
 354  	20.7038   	95.937439   
 355  	20.7625   	94.571838   
 356  	20.8211   	91.121758   
 357  	20.8798   	90.259331   
 358  	20.9384   	89.684265   
 359  	20.9971   	88.606140   
 360  	21.0557   	87.456238   
 361  	21.1144   	85.874939   
 362  	21.1730   	85.012390   
 363  	21.2317   	82.856140   
 364  	21.2903   	81.562439   
 365  	21.3490   	79.118713   
 366  	21.4076   	78.687439   
 367  	21.4663   	76.243713   
 368  	21.5249   	74.231140   
 369  	21.5836   	71.859314   
 370  	21.6422   	69.271790   
 371  	21.7009   	67.259338   
 372  	21.7595   	64.599915   
 373  	21.8182   	63.018738   
 374  	21.8768   	60.862488   
 375  	21.9355   	57.484314   
 376  	21.9941   	55.256161   
 377  	22.0528   	52.884338   
 378  	22.1114   	51.231140   
 379  	22.1701   	49.793640   
 380  	22.2287   	48.284363   
 381  	22.2874   	45.840515   
 382  	22.3460   	44.618713   
 383  	22.4047   	43.181213   
 384  	22.4633   	40.809265   
 385  	22.5220   	39.515564   
 386  	22.5806   	37.718689   
 387  	22.6393   	36.712463   
 388  	22.6979   	34.699890   
 389  	22.7566   	34.196838   
 390  	22.8152   	32.831177   
 391  	22.8739   	31.178040   
 392  	22.9326   	30.531189   
 393  	22.9912   	29.596802   
 394  	23.0499   	28.662416   
