
      	X(nS)     	Ch1(mV)      
 303  	17.7126   	92.484673   
 304  	17.7713   	91.433411   
 305  	17.8299   	90.062187   
 306  	17.8886   	88.721252   
 307  	17.9472   	87.061951   
 308  	18.0059   	85.530090   
 309  	18.0645   	83.923035   
 310  	18.1232   	82.320496   
 311  	18.1818   	80.785217   
 312  	18.2405   	79.228699   
 313  	18.2991   	77.594666   
 314  	18.3578   	75.898247   
 315  	18.4164   	74.265442   
 316  	18.4751   	72.602715   
 317  	18.5337   	71.126526   
 318  	18.5924   	69.586731   
 319  	18.6510   	68.157166   
 320  	18.7097   	66.861755   
 321  	18.7683   	65.494934   
 322  	18.8270   	64.122612   
 323  	18.8856   	62.537411   
 324  	18.9443   	61.059505   
 325  	19.0029   	59.257019   
 326  	19.0616   	57.468075   
 327  	19.1202   	55.398743   
 328  	19.1789   	53.362728   
 329  	19.2375   	51.200863   
 330  	19.2962   	48.962585   
 331  	19.3548   	46.879944   
 332  	19.4135   	44.718079   
 333  	19.4721   	42.610657   
 334  	19.5308   	40.360046   
 335  	19.5894   	38.163879   
 336  	19.6481   	35.757263   
 337  	19.7067   	33.196167   
 338  	19.7654   	30.810791   
 339  	19.8240   	28.816282   
 340  	19.8827   	26.856567   
 341  	19.9413   	25.045652   
 342  	20.0000   	23.444761   
 343  	20.0587   	22.023499   
 344  	20.1173   	20.765137   
 345  	20.1760   	19.499451   
 346  	20.2346   	18.168091   
 347  	20.2933   	17.109619   
 348  	20.3519   	15.838318   
 349  	20.4106   	14.636108   
 350  	20.4692   	13.465332   
 351  	20.5279   	12.392821   
 352  	20.5865   	11.278747   
 353  	20.6452   	10.173706   
 354  	20.7038   	9.121948    
 355  	20.7625   	8.065185    
 356  	20.8211   	7.122375    
 357  	20.8798   	6.010559    
 358  	20.9384   	5.042480    
 359  	20.9971   	3.799255    
 360  	21.0557   	2.562805    
 361  	21.1144   	1.270203    
 362  	21.1730   	-0.092651   
 363  	21.2317   	-1.476257   
 364  	21.2903   	-2.654846   
 365  	21.3490   	-3.954773   
 366  	21.4076   	-5.180603   
 367  	21.4663   	-6.355286   
 368  	21.5249   	-7.581115   
 369  	21.5836   	-8.854675   
 370  	21.6422   	-10.006896  
 371  	21.7009   	-11.035583  
 372  	21.7595   	-11.992432  
 373  	21.8182   	-12.853271  
 374  	21.8768   	-13.584899  
 375  	21.9355   	-14.163268  
 376  	21.9941   	-14.691101  
 377  	22.0528   	-15.015136  
 378  	22.1114   	-15.260497  
 379  	22.1701   	-15.453124  
 380  	22.2287   	-15.644042  
 381  	22.2874   	-15.945557  
 382  	22.3460   	-16.243164  
 383  	22.4047   	-16.622192  
 384  	22.4633   	-17.009644  
 385  	22.5220   	-17.491455  
 386  	22.5806   	-18.081602  
 387  	22.6393   	-18.644226  
 388  	22.6979   	-19.233826  
 389  	22.7566   	-19.682495  
 390  	22.8152   	-19.970032  
 391  	22.8739   	-20.327698  
 392  	22.9326   	-20.761169  
 393  	22.9912   	-21.196350  
 394  	23.0499   	-21.560789  
 395  	23.1085   	-21.900513  
 396  	23.1672   	-22.030210  
