
      	X(nS)     	Ch1(mV)      
 508  	29.7361   	10.158507   
 509  	29.7947   	8.902404    
 510  	29.8534   	7.676025    
 511  	29.9120   	6.304260    
 512  	29.9707   	5.072815    
 513  	30.0293   	3.807129    
 514  	30.0880   	2.470703    
 515  	30.1466   	1.226379    
 516  	30.2053   	0.016846    
 517  	30.2639   	-1.125854   
 518  	30.3226   	-2.420715   
 519  	30.3812   	-3.516235   
 520  	30.4399   	-4.677490   
 521  	30.4985   	-5.607910   
 522  	30.5572   	-6.539489   
 523  	30.6158   	-7.378967   
 524  	30.6745   	-8.105591   
 525  	30.7331   	-8.613220   
 526  	30.7918   	-9.147765   
 527  	30.8504   	-9.472900   
 528  	30.9091   	-9.780578   
 529  	30.9677   	-10.061951  
 530  	31.0264   	-10.321899  
 531  	31.0850   	-10.682434  
 532  	31.1437   	-11.071533  
 533  	31.2023   	-11.448303  
 534  	31.2610   	-11.852600  
 535  	31.3196   	-12.462462  
 536  	31.3783   	-12.991394  
 537  	31.4370   	-13.518126  
 538  	31.4956   	-14.025695  
 539  	31.5543   	-14.647887  
 540  	31.6129   	-15.131347  
 541  	31.6716   	-15.605834  
 542  	31.7302   	-15.964110  
 543  	31.7889   	-16.215637  
 544  	31.8475   	-16.534607  
 545  	31.9062   	-16.836731  
 546  	31.9648   	-17.015257  
 547  	32.0235   	-17.054016  
 548  	32.0821   	-17.179810  
 549  	32.1408   	-17.305603  
 550  	32.1994   	-17.478516  
 551  	32.2581   	-17.610474  
 552  	32.3167   	-17.731750  
 553  	32.3754   	-17.887878  
 554  	32.4340   	-17.912598  
 555  	32.4927   	-17.963684  
 556  	32.5513   	-18.062500  
 557  	32.6100   	-18.169189  
 558  	32.6686   	-18.182678  
 559  	32.7273   	-18.205139  
 560  	32.7859   	-18.315735  
 561  	32.8446   	-18.406189  
 562  	32.9032   	-18.468506  
 563  	32.9619   	-18.570129  
 564  	33.0205   	-18.618956  
 565  	33.0792   	-18.700989  
 566  	33.1378   	-18.767759  
 567  	33.1965   	-18.795288  
 568  	33.2551   	-18.850889  
 569  	33.3138   	-18.978333  
 570  	33.3724   	-19.005859  
 571  	33.4311   	-19.127747  
 572  	33.4897   	-19.110291  
 573  	33.5484   	-19.235535  
 574  	33.6070   	-19.206360  
 575  	33.6657   	-19.330992  
 576  	33.7243   	-19.382629  
 577  	33.7830   	-19.373657  
 578  	33.8416   	-19.399475  
 579  	33.9003   	-19.383240  
 580  	33.9589   	-19.433777  
 581  	34.0176   	-19.457886  
 582  	34.0762   	-19.423645  
 583  	34.1349   	-19.373657  
 584  	34.1935   	-19.366941  
 585  	34.2522   	-19.401182  
 586  	34.3109   	-19.442198  
 587  	34.3695   	-19.493835  
 588  	34.4282   	-19.441040  
 589  	34.4868   	-19.423096  
 590  	34.5455   	-19.465759  
 591  	34.6041   	-19.346130  
 592  	34.6628   	-19.365784  
 593  	34.7214   	-19.506163  
 594  	34.7801   	-19.433777  
 595  	34.8387   	-19.470825  
 596  	34.8974   	-19.449463  
 597  	34.9560   	-19.341675  
 598  	35.0147   	-19.258545  
 599  	35.0733   	-19.118713  
 600  	35.1320   	-18.907593  
 601  	35.1906   	-18.716125  
 602  	35.2493   	-18.154600  
 603  	35.3079   	-17.593628  
 604  	35.3666   	-16.838377  
 605  	35.4252   	-16.046082  
 606  	35.4839   	-15.307677  
 607  	35.5425   	-14.415954  
 608  	35.6012   	-11.634766  
 609  	35.6598   	-0.492432   
 610  	35.7185   	6.440674    
 611  	35.7771   	9.741881    
 612  	35.8358   	10.049622   
 613  	35.8944   	9.189880    
 614  	35.9531   	7.388000    
 615  	36.0117   	5.564697    
 616  	36.0704   	3.603882    
 617  	36.1290   	1.452698    
 618  	36.1877   	-0.551941   
 619  	36.2463   	-2.401611   
 620  	36.3050   	-4.123230   
 621  	36.3636   	-5.934143   
 622  	36.4223   	-7.369445   
 623  	36.4809   	-8.619933   
 624  	36.5396   	-9.812073   
 625  	36.5982   	-10.735779  
 626  	36.6569   	-11.497741  
 627  	36.7155   	-12.205811  
 628  	36.7742   	-12.857726  
 629  	36.8328   	-13.410277  
 630  	36.8915   	-13.994262  
 631  	36.9501   	-14.326720  
 632  	37.0088   	-14.697326  
 633  	37.0674   	-15.084167  
 634  	37.1261   	-15.268371  
 635  	37.1848   	-15.461547  
 636  	37.2434   	-15.645691  
 637  	37.3021   	-15.829345  
 638  	37.3607   	-15.968566  
 639  	37.4194   	-16.106140  
 640  	37.4780   	-16.188719  
 641  	37.5367   	-16.347595  
 642  	37.5953   	-16.500916  
 643  	37.6540   	-16.679504  
 644  	37.7126   	-16.859192  
 645  	37.7713   	-16.931580  
 646  	37.8299   	-17.015806  
 647  	37.8886   	-17.070313  
 648  	37.9472   	-17.224182  
 649  	38.0059   	-17.299377  
 650  	38.0645   	-17.364561  
 651  	38.1232   	-17.376343  
 652  	38.1818   	-17.460569  
 653  	38.2405   	-17.526793  
 654  	38.2991   	-17.590271  
 655  	38.3578   	-17.606565  
 656  	38.4164   	-17.644714  
 657  	38.4751   	-17.690245  
 658  	38.5337   	-17.746399  
 659  	38.5924   	-17.856445  
 660  	38.6510   	-17.844666  
 661  	38.7097   	-17.898010  
 662  	38.7683   	-18.022644  
 663  	38.8270   	-18.017029  
 664  	38.8856   	-18.093384  
 665  	38.9443   	-18.019285  
 666  	39.0029   	-18.106873  
 667  	39.0616   	-18.062500  
 668  	39.1202   	-17.991211  
 669  	39.1789   	-18.050718  
 670  	39.2375   	-18.127075  
 671  	39.2962   	-18.067566  
 672  	39.3548   	-18.013121  
 673  	39.4135   	-17.994019  
 674  	39.4721   	-18.111938  
 675  	39.5308   	-18.145630  
 676  	39.5894   	-18.103516  
 677  	39.6481   	-18.154600  
 678  	39.7067   	-18.154600  
 679  	39.7654   	-18.216370  
 680  	39.8240   	-18.239380  
 681  	39.8827   	-18.255127  
 682  	39.9413   	-18.230406  
 683  	40.0000   	-18.282654  
 684  	40.0587   	-18.264647  
 685  	40.1173   	-18.299500  
 686  	40.1760   	-18.302855  
 687  	40.2346   	-18.263000  
 688  	40.2933   	-18.285461  
 689  	40.3519   	-18.303953  
 690  	40.4106   	-18.313536  
 691  	40.4692   	-18.244446  
 692  	40.5279   	-18.273071  
 693  	40.5865   	-18.360107  
 694  	40.6452   	-18.374695  
 695  	40.7038   	-18.346069  
 696  	40.7625   	-18.339903  
 697  	40.8211   	-18.370239  
 698  	40.8798   	-18.307312  
 699  	40.9384   	-18.374144  
 700  	40.9971   	-18.448303  
 701  	41.0557   	-18.419067  
 702  	41.1144   	-18.471863  
 703  	41.1730   	-18.438721  
 704  	41.2317   	-18.470154  
 705  	41.2903   	-18.423584  
 706  	41.3490   	-18.519043  
 707  	41.4076   	-18.533081  
 708  	41.4663   	-18.543762  
 709  	41.5249   	-18.512878  
 710  	41.5836   	-18.480284  
 711  	41.6422   	-18.542603  
 712  	41.7009   	-18.480284  
 713  	41.7595   	-18.422424  
 714  	41.8182   	-18.483091  
 715  	41.8768   	-18.512878  
 716  	41.9355   	-18.520691  
 717  	41.9941   	-18.595396  
 718  	42.0528   	-18.565613  
 719  	42.1114   	-18.585876  
 720  	42.1701   	-18.587523  
 721  	42.2287   	-18.607178  
 722  	42.2874   	-18.618956  
 723  	42.3460   	-18.570679  
 724  	42.4047   	-18.549377  
 725  	42.4633   	-18.579102  
 726  	42.5220   	-18.503845  
 727  	42.5806   	-18.472412  
 728  	42.6393   	-18.499390  
 729  	42.6979   	-18.515074  
 730  	42.7566   	-18.563414  
 731  	42.8152   	-18.517881  
 732  	42.8739   	-18.481382  
 733  	42.9326   	-18.512878  
 734  	42.9912   	-18.528564  
 735  	43.0499   	-18.552185  
 736  	43.1085   	-18.507813  
 737  	43.1672   	-18.430847  
 738  	43.2258   	-18.501648  
 739  	43.2845   	-18.563414  
 740  	43.3431   	-18.569580  
 741  	43.4018   	-18.513977  
 742  	43.4604   	-18.533081  
 743  	43.5191   	-18.482544  
 744  	43.5777   	-18.540955  
 745  	43.6364   	-18.597654  
 746  	43.6950   	-18.594299  
 747  	43.7537   	-18.594299  
 748  	43.8123   	-18.601563  
 749  	43.8710   	-18.616150  
 750  	43.9296   	-18.700377  
 751  	43.9883   	-18.645935  
 752  	44.0469   	-18.507263  
 753  	44.1056   	-18.561705  
 754  	44.1642   	-18.501038  
 755  	44.2229   	-18.526306  
 756  	44.2815   	-18.561705  
 757  	44.3402   	-18.646484  
 758  	44.3988   	-18.629087  
 759  	44.4575   	-18.517881  
 760  	44.5161   	-18.598204  
 761  	44.5748   	-18.693665  
 762  	44.6334   	-18.768372  
 763  	44.6921   	-18.747559  
 764  	44.7507   	-18.744751  
 765  	44.8094   	-18.735779  
 766  	44.8680   	-18.748716  
 767  	44.9267   	-18.672302  
 768  	44.9853   	-18.672302  
 769  	45.0440   	-18.630798  
 770  	45.1026   	-18.673460  
 771  	45.1613   	-18.710508  
 772  	45.2199   	-18.691406  
 773  	45.2786   	-18.697569  
 774  	45.3372   	-18.707701  
 775  	45.3959   	-18.751524  
 776  	45.4545   	-18.722290  
 777  	45.5132   	-18.790222  
 778  	45.5718   	-18.738037  
 779  	45.6305   	-18.654907  
 780  	45.6891   	-18.616760  
 781  	45.7478   	-18.623474  
 782  	45.8065   	-18.642578  
 783  	45.8651   	-18.645935  
 784  	45.9238   	-18.582457  
 785  	45.9824   	-18.575195  
 786  	46.0411   	-18.489807  
 787  	46.0997   	-18.579651  
 788  	46.1584   	-18.607727  
 789  	46.2170   	-18.580261  
 790  	46.2757   	-18.601011  
 791  	46.3343   	-18.640869  
 792  	46.3930   	-18.691954  
 793  	46.4516   	-18.634153  
 794  	46.5103   	-18.594847  
 795  	46.5689   	-18.609985  
 796  	46.6276   	-18.602112  
 797  	46.6862   	-18.547668  
 798  	46.7449   	-18.578552  
 799  	46.8035   	-18.496031  
 800  	46.8622   	-18.534180  
 801  	46.9208   	-18.565063  
 802  	46.9795   	-18.628540  
 803  	47.0381   	-18.722290  
 804  	47.0968   	-18.673460  
 805  	47.1554   	-18.721191  
 806  	47.2141   	-18.693115  
 807  	47.2727   	-18.663328  
 808  	47.3314   	-18.694761  
 809  	47.3900   	-18.745909  
 810  	47.4487   	-18.684143  
 811  	47.5073   	-18.717833  
 812  	47.5660   	-18.740295  
 813  	47.6246   	-18.761597  
 814  	47.6833   	-18.776794  
 815  	47.7419   	-18.825623  
 816  	47.8006   	-18.830139  
 817  	47.8592   	-18.864380  
 818  	47.9179   	-18.875061  
 819  	47.9765   	-18.762756  
 820  	48.0352   	-18.732422  
 821  	48.0938   	-18.760498  
 822  	48.1525   	-18.755432  
 823  	48.2111   	-18.754332  
 824  	48.2698   	-18.787415  
 825  	48.3284   	-18.815491  
 826  	48.3871   	-18.822264  
 827  	48.4457   	-18.862122  
 828  	48.5044   	-18.913208  
 829  	48.5630   	-18.912109  
 830  	48.6217   	-18.946350  
 831  	48.6804   	-18.916014  
 832  	48.7390   	-18.959837  
 833  	48.7977   	-18.869446  
 834  	48.8563   	-18.868835  
 835  	48.9150   	-18.804871  
