
      	X(nS)     	Ch1(mV)      
 260  	15.1906   	117.450493  
 261  	15.2493   	117.458923  
 262  	15.3079   	117.444878  
 263  	15.3666   	117.356133  
 264  	15.4252   	117.338196  
 265  	15.4839   	117.245537  
 266  	15.5425   	117.242729  
 267  	15.6012   	117.390434  
 268  	15.6598   	117.317932  
 269  	15.7185   	117.257378  
 270  	15.7771   	117.129326  
 271  	15.8358   	116.995171  
 272  	15.8944   	116.890076  
 273  	15.9531   	116.885551  
 274  	16.0117   	117.020325  
 275  	16.0704   	117.007996  
 276  	16.1290   	116.928276  
 277  	16.1877   	116.775566  
 278  	16.2463   	116.704765  
 279  	16.3050   	116.381401  
 280  	16.3636   	116.018616  
 281  	16.4223   	115.582825  
 282  	16.4809   	115.213432  
 283  	16.5396   	114.636772  
 284  	16.5982   	114.121147  
 285  	16.6569   	113.390190  
 286  	16.7155   	112.550591  
 287  	16.7742   	111.738701  
 288  	16.8328   	110.775085  
 289  	16.8915   	109.875542  
 290  	16.9501   	108.951843  
 291  	17.0088   	107.946716  
 292  	17.0674   	107.010063  
 293  	17.1261   	105.934143  
 294  	17.1848   	104.862846  
 295  	17.2434   	103.689758  
 296  	17.3021   	102.489311  
 297  	17.3607   	101.460510  
 298  	17.4194   	100.531311  
 299  	17.4780   	99.672180   
 300  	17.5367   	98.736633   
 301  	17.5953   	97.901665   
 302  	17.6540   	96.844292   
 303  	17.7126   	95.854301   
 304  	17.7713   	94.677917   
 305  	17.8299   	93.327454   
 306  	17.8886   	92.004448   
 307  	17.9472   	90.514214   
 308  	18.0059   	89.005432   
 309  	18.0645   	87.367493   
 310  	18.1232   	85.759827   
 311  	18.1818   	84.243095   
 312  	18.2405   	82.620911   
 313  	18.2991   	81.000916   
 314  	18.3578   	79.266899   
 315  	18.4164   	77.563782   
 316  	18.4751   	75.945496   
 317  	18.5337   	74.500061   
 318  	18.5924   	72.983948   
 319  	18.6510   	71.615051   
 320  	18.7097   	70.279114   
 321  	18.7683   	68.883240   
 322  	18.8270   	67.456360   
 323  	18.8856   	66.011040   
 324  	18.9443   	64.396667   
 325  	19.0029   	62.647522   
 326  	19.0616   	60.773132   
 327  	19.1202   	58.772396   
 328  	19.1789   	56.662781   
 329  	19.2375   	54.479065   
 330  	19.2962   	52.372128   
 331  	19.3548   	50.208069   
 332  	19.4135   	48.053524   
 333  	19.4721   	45.845520   
 334  	19.5308   	43.571350   
 335  	19.5894   	41.398254   
 336  	19.6481   	38.957943   
